,model,split,f2_score,lr,batch_size,num_epochs,encoding_dim,hidden_dims,activation
148,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8579638752052545,0.0001,32,20,128,"[2048, 1024, 512]",leaky_relu
149,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8532695374800638,0.0001,32,20,128,"[2048, 1024, 512]",leaky_relu
150,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,0,0.8560794044665012,0.0001,32,20,256,[],relu
151,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,1,0.8551554828150573,0.0001,32,20,256,[],relu
152,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,2,0.8532563891178895,0.0001,32,20,256,[],relu
153,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,3,0.8553157474020784,0.0001,32,20,256,[],relu
154,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,4,0.8505564387917329,0.0001,32,20,256,[],relu
155,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,0,0.8513289036544851,0.0001,32,20,256,[],leaky_relu
156,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,1,0.8539505187549881,0.0001,32,20,256,[],leaky_relu
157,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,2,0.8537581699346405,0.0001,32,20,256,[],leaky_relu
158,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,3,0.8586688578471652,0.0001,32,20,256,[],leaky_relu
159,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,4,0.8554216867469879,0.0001,32,20,256,[],leaky_relu
160,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,0,0.8609539207760711,0.0001,32,20,256,[1024],relu
161,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,1,0.8485329103885805,0.0001,32,20,256,[1024],relu
162,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,2,0.8540497193263833,0.0001,32,20,256,[1024],relu
163,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,3,0.8629032258064516,0.0001,32,20,256,[1024],relu
164,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,4,0.8445146014206788,0.0001,32,20,256,[1024],relu
165,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,0,0.8636363636363636,0.0001,32,20,256,[1024],leaky_relu
166,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,1,0.8637469586374696,0.0001,32,20,256,[1024],leaky_relu
167,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,2,0.847808105872622,0.0001,32,20,256,[1024],leaky_relu
168,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,3,0.8700980392156863,0.0001,32,20,256,[1024],leaky_relu
169,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,4,0.852,0.0001,32,20,256,[1024],leaky_relu
170,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,0,0.8595641646489104,0.0001,32,20,256,[512],relu
171,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,1,0.84251968503937,0.0001,32,20,256,[512],relu
172,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,2,0.8539505187549881,0.0001,32,20,256,[512],relu
173,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,3,0.8573717948717948,0.0001,32,20,256,[512],relu
174,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,4,0.843183609141056,0.0001,32,20,256,[512],relu
175,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,0,0.8616504854368932,0.0001,32,20,256,[512],leaky_relu
176,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,1,0.852589641434263,0.0001,32,20,256,[512],leaky_relu
177,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,2,0.857487922705314,0.0001,32,20,256,[512],leaky_relu
178,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,3,0.8608205953338697,0.0001,32,20,256,[512],leaky_relu
179,lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,4,0.8385579937304075,0.0001,32,20,256,[512],leaky_relu
180,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",0,0.85,0.0001,32,20,256,"[1024, 512]",relu
181,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",1,0.854251012145749,0.0001,32,20,256,"[1024, 512]",relu
182,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",2,0.8502847843775427,0.0001,32,20,256,"[1024, 512]",relu
183,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",3,0.8647540983606558,0.0001,32,20,256,"[1024, 512]",relu
184,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",4,0.8479299363057324,0.0001,32,20,256,"[1024, 512]",relu
185,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8465387823185988,0.0001,32,20,256,"[1024, 512]",leaky_relu
186,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8595641646489104,0.0001,32,20,256,"[1024, 512]",leaky_relu
187,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8552631578947368,0.0001,32,20,256,"[1024, 512]",leaky_relu
188,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8598207008964955,0.0001,32,20,256,"[1024, 512]",leaky_relu
189,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8479299363057324,0.0001,32,20,256,"[1024, 512]",leaky_relu
190,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.835421888053467,0.0001,32,20,256,"[2048, 1024, 512]",relu
191,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.857487922705314,0.0001,32,20,256,"[2048, 1024, 512]",relu
192,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8573784006595219,0.0001,32,20,256,"[2048, 1024, 512]",relu
193,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8722358722358723,0.0001,32,20,256,"[2048, 1024, 512]",relu
194,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.8498808578236696,0.0001,32,20,256,"[2048, 1024, 512]",relu
195,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8558558558558559,0.0001,32,20,256,"[2048, 1024, 512]",leaky_relu
196,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8570268074735987,0.0001,32,20,256,"[2048, 1024, 512]",leaky_relu
197,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8471074380165289,0.0001,32,20,256,"[2048, 1024, 512]",leaky_relu
198,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8700980392156863,0.0001,32,20,256,"[2048, 1024, 512]",leaky_relu
199,"lr_0.0001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8533653846153846,0.0001,32,20,256,"[2048, 1024, 512]",leaky_relu
200,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,0,0.8354978354978355,0.001,32,10,128,[],relu
201,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,1,0.8333333333333334,0.001,32,10,128,[],relu
202,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,2,0.8514931396287329,0.001,32,10,128,[],relu
203,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,3,0.8333333333333334,0.001,32,10,128,[],relu
204,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,4,0.8333333333333334,0.001,32,10,128,[],relu
205,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,0,0.854251012145749,0.001,32,10,128,[],leaky_relu
206,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,1,0.8539505187549881,0.001,32,10,128,[],leaky_relu
207,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,2,0.8333333333333334,0.001,32,10,128,[],leaky_relu
208,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,3,0.8580593424218124,0.001,32,10,128,[],leaky_relu
209,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,10,128,[],leaky_relu
210,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,0,0.8520365752285952,0.001,32,10,128,[1024],relu
211,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,1,0.8333333333333334,0.001,32,10,128,[1024],relu
212,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,2,0.8551554828150573,0.001,32,10,128,[1024],relu
213,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,3,0.8658536585365854,0.001,32,10,128,[1024],relu
214,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,4,0.8405341712490181,0.001,32,10,128,[1024],relu
215,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,0,0.8549432739059968,0.001,32,10,128,[1024],leaky_relu
216,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,1,0.8333333333333334,0.001,32,10,128,[1024],leaky_relu
217,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,2,0.8333333333333334,0.001,32,10,128,[1024],leaky_relu
218,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,3,0.8580593424218124,0.001,32,10,128,[1024],leaky_relu
219,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,10,128,[1024],leaky_relu
220,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,0,0.8588709677419355,0.001,32,10,128,[512],relu
221,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,1,0.8554216867469879,0.001,32,10,128,[512],relu
222,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,2,0.8566853482786229,0.001,32,10,128,[512],relu
223,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,3,0.8587479935794543,0.001,32,10,128,[512],relu
224,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,4,0.8333333333333334,0.001,32,10,128,[512],relu
225,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,0,0.8333333333333334,0.001,32,10,128,[512],leaky_relu
226,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,1,0.8333333333333334,0.001,32,10,128,[512],leaky_relu
227,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,2,0.8595641646489104,0.001,32,10,128,[512],leaky_relu
228,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,3,0.854632587859425,0.001,32,10,128,[512],leaky_relu
229,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,10,128,[512],leaky_relu
230,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",0,0.8465387823185988,0.001,32,10,128,"[1024, 512]",relu
231,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",1,0.8508064516129032,0.001,32,10,128,"[1024, 512]",relu
232,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",2,0.8573784006595219,0.001,32,10,128,"[1024, 512]",relu
233,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",3,0.8600823045267489,0.001,32,10,128,"[1024, 512]",relu
234,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",4,0.8438485804416404,0.001,32,10,128,"[1024, 512]",relu
235,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.85,0.001,32,10,128,"[1024, 512]",leaky_relu
236,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8609539207760711,0.001,32,10,128,"[1024, 512]",leaky_relu
237,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.001,32,10,128,"[1024, 512]",leaky_relu
238,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8686786296900489,0.001,32,10,128,"[1024, 512]",leaky_relu
239,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,10,128,"[1024, 512]",leaky_relu
240,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8576186511240633,0.001,32,10,128,"[2048, 1024, 512]",relu
241,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8537581699346405,0.001,32,10,128,"[2048, 1024, 512]",relu
242,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8553719008264463,0.001,32,10,128,"[2048, 1024, 512]",relu
243,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8661740558292282,0.001,32,10,128,"[2048, 1024, 512]",relu
244,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.8528698464025869,0.001,32,10,128,"[2048, 1024, 512]",relu
245,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8579638752052545,0.001,32,10,128,"[2048, 1024, 512]",leaky_relu
246,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.001,32,10,128,"[2048, 1024, 512]",leaky_relu
247,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.001,32,10,128,"[2048, 1024, 512]",leaky_relu
248,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8607907742998353,0.001,32,10,128,"[2048, 1024, 512]",leaky_relu
249,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8438485804416404,0.001,32,10,128,"[2048, 1024, 512]",leaky_relu
250,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_relu/,0,0.8333333333333334,0.001,32,10,256,[],relu
251,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_relu/,1,0.8333333333333334,0.001,32,10,256,[],relu
252,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_relu/,2,0.8333333333333334,0.001,32,10,256,[],relu
253,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_relu/,3,0.8333333333333334,0.001,32,10,256,[],relu
254,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_relu/,4,0.8565573770491803,0.001,32,10,256,[],relu
255,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,0,0.8540630182421227,0.001,32,10,256,[],leaky_relu
256,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,1,0.8485329103885805,0.001,32,10,256,[],leaky_relu
257,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,2,0.8333333333333334,0.001,32,10,256,[],leaky_relu
258,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,3,0.8658536585365854,0.001,32,10,256,[],leaky_relu
259,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,4,0.8588709677419355,0.001,32,10,256,[],leaky_relu
260,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_relu/,0,0.8600823045267489,0.001,32,10,256,[1024],relu
261,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_relu/,1,0.8516707416462918,0.001,32,10,256,[1024],relu
262,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_relu/,2,0.8450704225352113,0.001,32,10,256,[1024],relu
263,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_relu/,3,0.8658536585365854,0.001,32,10,256,[1024],relu
264,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_relu/,4,0.8526821457165733,0.001,32,10,256,[1024],relu
265,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,0,0.8398950131233596,0.001,32,10,256,[1024],leaky_relu
266,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,1,0.8623481781376519,0.001,32,10,256,[1024],leaky_relu
267,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,2,0.8261617900172117,0.001,32,10,256,[1024],leaky_relu
268,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,3,0.8629232039636664,0.001,32,10,256,[1024],leaky_relu
269,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,4,0.8509771986970684,0.001,32,10,256,[1024],leaky_relu
270,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,0,0.8572600492206727,0.001,32,10,256,[512],relu
271,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,1,0.8581788879935536,0.001,32,10,256,[512],relu
272,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,2,0.8429752066115702,0.001,32,10,256,[512],relu
273,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,3,0.8608205953338697,0.001,32,10,256,[512],relu
274,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,4,0.8492822966507177,0.001,32,10,256,[512],relu
275,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,0,0.8507089241034195,0.001,32,10,256,[512],leaky_relu
276,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,1,0.8615136876006442,0.001,32,10,256,[512],leaky_relu
277,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,2,0.8573717948717948,0.001,32,10,256,[512],leaky_relu
278,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,3,0.8573717948717948,0.001,32,10,256,[512],leaky_relu
279,lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,4,0.84251968503937,0.001,32,10,256,[512],leaky_relu
280,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",0,0.8521303258145363,0.001,32,10,256,"[1024, 512]",relu
281,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",1,0.8591205211726385,0.001,32,10,256,"[1024, 512]",relu
282,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",2,0.8333333333333334,0.001,32,10,256,"[1024, 512]",relu
283,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",3,0.8333333333333334,0.001,32,10,256,"[1024, 512]",relu
284,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",4,0.8478605388272583,0.001,32,10,256,"[1024, 512]",relu
285,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8395989974937343,0.001,32,10,256,"[1024, 512]",leaky_relu
286,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.843183609141056,0.001,32,10,256,"[1024, 512]",leaky_relu
287,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8549432739059968,0.001,32,10,256,"[1024, 512]",leaky_relu
288,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8612244897959184,0.001,32,10,256,"[1024, 512]",leaky_relu
289,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,10,256,"[1024, 512]",leaky_relu
290,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8490566037735849,0.001,32,10,256,"[2048, 1024, 512]",relu
291,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8499600957701516,0.001,32,10,256,"[2048, 1024, 512]",relu
292,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8360927152317881,0.001,32,10,256,"[2048, 1024, 512]",relu
293,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8612244897959184,0.001,32,10,256,"[2048, 1024, 512]",relu
294,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.847255369928401,0.001,32,10,256,"[2048, 1024, 512]",relu
295,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8605220228384992,0.001,32,10,256,"[2048, 1024, 512]",leaky_relu
296,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8567980691874497,0.001,32,10,256,"[2048, 1024, 512]",leaky_relu
