,model,split,f2_score,lr,batch_size,num_epochs,encoding_dim,hidden_dims,activation
297,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.001,32,10,256,"[2048, 1024, 512]",leaky_relu
298,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.001,32,10,256,"[2048, 1024, 512]",leaky_relu
299,"lr_0.001_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8385579937304075,0.001,32,10,256,"[2048, 1024, 512]",leaky_relu
300,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,0,0.8602584814216478,0.001,32,20,128,[],relu
301,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,1,0.8333333333333334,0.001,32,20,128,[],relu
302,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,2,0.8333333333333334,0.001,32,20,128,[],relu
303,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,3,0.8333333333333334,0.001,32,20,128,[],relu
304,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,4,0.8333333333333334,0.001,32,20,128,[],relu
305,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,0,0.8333333333333334,0.001,32,20,128,[],leaky_relu
306,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,1,0.857487922705314,0.001,32,20,128,[],leaky_relu
307,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,2,0.8340649692712906,0.001,32,20,128,[],leaky_relu
308,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,3,0.8751027115858668,0.001,32,20,128,[],leaky_relu
309,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,4,0.8395061728395061,0.001,32,20,128,[],leaky_relu
310,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,0,0.8369098712446352,0.001,32,20,128,[1024],relu
311,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,1,0.8595641646489104,0.001,32,20,128,[1024],relu
312,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,2,0.8333333333333334,0.001,32,20,128,[1024],relu
313,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,3,0.8333333333333334,0.001,32,20,128,[1024],relu
314,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,4,0.8503679476696647,0.001,32,20,128,[1024],relu
315,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,0,0.8333333333333334,0.001,32,20,128,[1024],leaky_relu
316,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,1,0.8333333333333334,0.001,32,20,128,[1024],leaky_relu
317,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,2,0.8526821457165733,0.001,32,20,128,[1024],leaky_relu
318,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,3,0.8654634946677605,0.001,32,20,128,[1024],leaky_relu
319,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,20,128,[1024],leaky_relu
320,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,0,0.8374384236453202,0.001,32,20,128,[512],relu
321,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,1,0.8333333333333334,0.001,32,20,128,[512],relu
322,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,2,0.8549432739059968,0.001,32,20,128,[512],relu
323,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,3,0.8551554828150573,0.001,32,20,128,[512],relu
324,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,4,0.8514931396287329,0.001,32,20,128,[512],relu
325,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,0,0.8485329103885805,0.001,32,20,128,[512],leaky_relu
326,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,1,0.8333333333333334,0.001,32,20,128,[512],leaky_relu
327,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,2,0.8461538461538461,0.001,32,20,128,[512],leaky_relu
328,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,3,0.8586688578471652,0.001,32,20,128,[512],leaky_relu
329,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,20,128,[512],leaky_relu
330,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",0,0.8451290591174022,0.001,32,20,128,"[1024, 512]",relu
331,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",1,0.8623481781376519,0.001,32,20,128,"[1024, 512]",relu
332,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",2,0.8533653846153846,0.001,32,20,128,"[1024, 512]",relu
333,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",3,0.8333333333333334,0.001,32,20,128,"[1024, 512]",relu
334,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",4,0.8333333333333334,0.001,32,20,128,"[1024, 512]",relu
335,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8498808578236696,0.001,32,20,128,"[1024, 512]",leaky_relu
336,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.001,32,20,128,"[1024, 512]",leaky_relu
337,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8581788879935536,0.001,32,20,128,"[1024, 512]",leaky_relu
338,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.001,32,20,128,"[1024, 512]",leaky_relu
339,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,20,128,"[1024, 512]",leaky_relu
340,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8573784006595219,0.001,32,20,128,"[2048, 1024, 512]",relu
341,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.864448051948052,0.001,32,20,128,"[2048, 1024, 512]",relu
342,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8518518518518519,0.001,32,20,128,"[2048, 1024, 512]",relu
343,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8683127572016461,0.001,32,20,128,"[2048, 1024, 512]",relu
344,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.8333333333333334,0.001,32,20,128,"[2048, 1024, 512]",relu
345,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8567980691874497,0.001,32,20,128,"[2048, 1024, 512]",leaky_relu
346,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.001,32,20,128,"[2048, 1024, 512]",leaky_relu
347,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8501208702659145,0.001,32,20,128,"[2048, 1024, 512]",leaky_relu
348,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8539505187549881,0.001,32,20,128,"[2048, 1024, 512]",leaky_relu
349,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,20,128,"[2048, 1024, 512]",leaky_relu
350,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,0,0.8495934959349594,0.001,32,20,256,[],relu
351,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,1,0.8333333333333334,0.001,32,20,256,[],relu
352,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,2,0.8333333333333334,0.001,32,20,256,[],relu
353,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,3,0.8661740558292282,0.001,32,20,256,[],relu
354,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,4,0.8333333333333334,0.001,32,20,256,[],relu
355,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,0,0.8605220228384992,0.001,32,20,256,[],leaky_relu
356,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,1,0.8333333333333334,0.001,32,20,256,[],leaky_relu
357,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,2,0.8340248962655602,0.001,32,20,256,[],leaky_relu
358,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,3,0.8663967611336032,0.001,32,20,256,[],leaky_relu
359,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,4,0.8333333333333334,0.001,32,20,256,[],leaky_relu
360,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,0,0.8333333333333334,0.001,32,20,256,[1024],relu
361,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,1,0.8333333333333334,0.001,32,20,256,[1024],relu
362,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,2,0.8511513157894737,0.001,32,20,256,[1024],relu
363,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,3,0.8683127572016461,0.001,32,20,256,[1024],relu
364,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,4,0.8333333333333334,0.001,32,20,256,[1024],relu
365,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,0,0.8333333333333334,0.001,32,20,256,[1024],leaky_relu
366,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,1,0.8392156862745098,0.001,32,20,256,[1024],leaky_relu
367,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,2,0.8395368072787428,0.001,32,20,256,[1024],leaky_relu
368,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,3,0.8629232039636664,0.001,32,20,256,[1024],leaky_relu
369,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,4,0.8379228953579858,0.001,32,20,256,[1024],leaky_relu
370,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,0,0.8554817275747508,0.001,32,20,256,[512],relu
371,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,1,0.8333333333333334,0.001,32,20,256,[512],relu
372,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,2,0.8616504854368932,0.001,32,20,256,[512],relu
373,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,3,0.8333333333333334,0.001,32,20,256,[512],relu
374,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,4,0.8333333333333334,0.001,32,20,256,[512],relu
375,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,0,0.8354866494401378,0.001,32,20,256,[512],leaky_relu
376,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,1,0.8595641646489104,0.001,32,20,256,[512],leaky_relu
377,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,2,0.8333333333333334,0.001,32,20,256,[512],leaky_relu
378,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,3,0.8333333333333334,0.001,32,20,256,[512],leaky_relu
379,lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,4,0.857487922705314,0.001,32,20,256,[512],leaky_relu
380,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",0,0.8595641646489104,0.001,32,20,256,"[1024, 512]",relu
381,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",1,0.8498808578236696,0.001,32,20,256,"[1024, 512]",relu
382,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",2,0.8567980691874497,0.001,32,20,256,"[1024, 512]",relu
383,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",3,0.8333333333333334,0.001,32,20,256,"[1024, 512]",relu
384,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",4,0.8333333333333334,0.001,32,20,256,"[1024, 512]",relu
385,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8581788879935536,0.001,32,20,256,"[1024, 512]",leaky_relu
386,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.001,32,20,256,"[1024, 512]",leaky_relu
387,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8629032258064516,0.001,32,20,256,"[1024, 512]",leaky_relu
388,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.001,32,20,256,"[1024, 512]",leaky_relu
389,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,20,256,"[1024, 512]",leaky_relu
390,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8347602739726028,0.001,32,20,256,"[2048, 1024, 512]",relu
391,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8513189448441247,0.001,32,20,256,"[2048, 1024, 512]",relu
392,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8469721767594108,0.001,32,20,256,"[2048, 1024, 512]",relu
393,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8630705394190872,0.001,32,20,256,"[2048, 1024, 512]",relu
394,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.837245696400626,0.001,32,20,256,"[2048, 1024, 512]",relu
395,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8549432739059968,0.001,32,20,256,"[2048, 1024, 512]",leaky_relu
396,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.001,32,20,256,"[2048, 1024, 512]",leaky_relu
397,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.852589641434263,0.001,32,20,256,"[2048, 1024, 512]",leaky_relu
398,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.001,32,20,256,"[2048, 1024, 512]",leaky_relu
399,"lr_0.001_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.001,32,20,256,"[2048, 1024, 512]",leaky_relu
400,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,0,0.8595641646489104,0.01,32,10,128,[],relu
401,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,1,0.8526821457165733,0.01,32,10,128,[],relu
402,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,2,0.8501208702659145,0.01,32,10,128,[],relu
403,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,3,0.8602584814216478,0.01,32,10,128,[],relu
404,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_relu/,4,0.8333333333333334,0.01,32,10,128,[],relu
405,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,0,0.8527454242928453,0.01,32,10,128,[],leaky_relu
406,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,1,0.8539505187549881,0.01,32,10,128,[],leaky_relu
407,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,2,0.8374792703150912,0.01,32,10,128,[],leaky_relu
408,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,3,0.8586688578471652,0.01,32,10,128,[],leaky_relu
409,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,4,0.8581788879935536,0.01,32,10,128,[],leaky_relu
410,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,0,0.8383490971625107,0.01,32,10,128,[1024],relu
411,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,1,0.848585690515807,0.01,32,10,128,[1024],relu
412,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,2,0.8347602739726028,0.01,32,10,128,[1024],relu
413,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,3,0.8603491271820449,0.01,32,10,128,[1024],relu
414,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_relu/,4,0.8616504854368932,0.01,32,10,128,[1024],relu
415,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,0,0.8595641646489104,0.01,32,10,128,[1024],leaky_relu
416,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,1,0.8512330946698489,0.01,32,10,128,[1024],leaky_relu
417,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,2,0.8581788879935536,0.01,32,10,128,[1024],leaky_relu
418,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,3,0.8602584814216478,0.01,32,10,128,[1024],leaky_relu
419,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,4,0.8333333333333334,0.01,32,10,128,[1024],leaky_relu
420,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,0,0.8478802992518704,0.01,32,10,128,[512],relu
421,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,1,0.8595641646489104,0.01,32,10,128,[512],relu
422,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,2,0.8547351524879615,0.01,32,10,128,[512],relu
423,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,3,0.8547351524879615,0.01,32,10,128,[512],relu
424,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_relu/,4,0.8333333333333334,0.01,32,10,128,[512],relu
425,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,0,0.859504132231405,0.01,32,10,128,[512],leaky_relu
426,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,1,0.8547351524879615,0.01,32,10,128,[512],leaky_relu
427,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,2,0.8505367464905037,0.01,32,10,128,[512],leaky_relu
428,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,3,0.8333333333333334,0.01,32,10,128,[512],leaky_relu
429,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,4,0.8595641646489104,0.01,32,10,128,[512],leaky_relu
430,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",0,0.8333333333333334,0.01,32,10,128,"[1024, 512]",relu
431,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",1,0.8609539207760711,0.01,32,10,128,"[1024, 512]",relu
432,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",2,0.8436724565756824,0.01,32,10,128,"[1024, 512]",relu
433,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",3,0.8600823045267489,0.01,32,10,128,"[1024, 512]",relu
434,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",4,0.8513189448441247,0.01,32,10,128,"[1024, 512]",relu
435,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8520365752285952,0.01,32,10,128,"[1024, 512]",leaky_relu
436,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8544562551103843,0.01,32,10,128,"[1024, 512]",leaky_relu
437,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8530612244897959,0.01,32,10,128,"[1024, 512]",leaky_relu
438,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,10,128,"[1024, 512]",leaky_relu
439,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8581788879935536,0.01,32,10,128,"[1024, 512]",leaky_relu
440,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8586688578471652,0.01,32,10,128,"[2048, 1024, 512]",relu
441,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8333333333333334,0.01,32,10,128,"[2048, 1024, 512]",relu
442,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8537581699346405,0.01,32,10,128,"[2048, 1024, 512]",relu
443,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8600823045267489,0.01,32,10,128,"[2048, 1024, 512]",relu
444,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.836591086786552,0.01,32,10,128,"[2048, 1024, 512]",relu
445,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,10,128,"[2048, 1024, 512]",leaky_relu
446,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,10,128,"[2048, 1024, 512]",leaky_relu
