,model,split,f2_score,n_estimators,max_samples,contamination,encoding_dim
182,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_64/,2,0.8540497193263833,100,0.5,0.01,64
183,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_64/,3,0.8333333333333334,100,0.5,0.01,64
184,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_64/,4,0.8333333333333334,100,0.5,0.01,64
185,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_128/,0,0.8539505187549881,100,0.5,0.01,128
186,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_128/,1,0.8521809369951535,100,0.5,0.01,128
187,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_128/,2,0.8528428093645485,100,0.5,0.01,128
188,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,100,0.5,0.01,128
189,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_128/,4,0.8268398268398268,100,0.5,0.01,128
190,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_256/,0,0.8333333333333334,100,0.5,0.01,256
191,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_256/,1,0.8520900321543409,100,0.5,0.01,256
192,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_256/,2,0.8423236514522822,100,0.5,0.01,256
193,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_256/,3,0.8504273504273504,100,0.5,0.01,256
194,n_estimators_100_max_samples_0.5_contamination_0.01_encoding_dim_256/,4,0.8290155440414507,100,0.5,0.01,256
195,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,100,0.5,0.05,64
196,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,100,0.5,0.05,64
197,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,100,0.5,0.05,64
198,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_64/,3,0.8692120227457352,100,0.5,0.05,64
199,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_64/,4,0.8333333333333334,100,0.5,0.05,64
200,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_128/,0,0.8479299363057324,100,0.5,0.05,128
201,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_128/,1,0.866721177432543,100,0.5,0.05,128
202,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_128/,2,0.8505367464905037,100,0.5,0.05,128
203,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_128/,3,0.8340498710232158,100,0.5,0.05,128
204,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_128/,4,0.8333333333333334,100,0.5,0.05,128
205,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_256/,0,0.8512396694214877,100,0.5,0.05,256
206,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_256/,1,0.8609539207760711,100,0.5,0.05,256
207,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_256/,2,0.8333333333333334,100,0.5,0.05,256
208,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_256/,3,0.8318739054290718,100,0.5,0.05,256
209,n_estimators_100_max_samples_0.5_contamination_0.05_encoding_dim_256/,4,0.8374384236453202,100,0.5,0.05,256
210,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_64/,0,0.8333333333333334,100,0.5,0.1,64
211,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_64/,1,0.843183609141056,100,0.5,0.1,64
212,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_64/,2,0.8333333333333334,100,0.5,0.1,64
213,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_64/,3,0.866885784716516,100,0.5,0.1,64
214,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_64/,4,0.8521809369951535,100,0.5,0.1,64
215,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_128/,0,0.8333333333333334,100,0.5,0.1,128
216,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_128/,1,0.8333333333333334,100,0.5,0.1,128
217,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_128/,2,0.8333333333333334,100,0.5,0.1,128
218,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_128/,3,0.8649959579628133,100,0.5,0.1,128
219,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_128/,4,0.8498349834983498,100,0.5,0.1,128
220,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_256/,0,0.866885784716516,100,0.5,0.1,256
221,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_256/,1,0.8333333333333334,100,0.5,0.1,256
222,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_256/,2,0.8405341712490181,100,0.5,0.1,256
223,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_256/,3,0.8627773212818406,100,0.5,0.1,256
224,n_estimators_100_max_samples_0.5_contamination_0.1_encoding_dim_256/,4,0.8602584814216478,100,0.5,0.1,256
225,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,0,0.8531409168081494,100,0.5,0.2,64
226,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,1,0.859375,100,0.5,0.2,64
227,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,2,0.8475263584752636,100,0.5,0.2,64
228,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,3,0.8756137479541735,100,0.5,0.2,64
229,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,4,0.8588709677419355,100,0.5,0.2,64
230,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,0,0.8532695374800638,100,0.5,0.2,128
231,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,1,0.8472454090150251,100,0.5,0.2,128
232,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,2,0.8333333333333334,100,0.5,0.2,128
233,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,3,0.8596345514950167,100,0.5,0.2,128
234,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,4,0.8539505187549881,100,0.5,0.2,128
235,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,0,0.8623481781376519,100,0.5,0.2,256
236,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,1,0.8333333333333334,100,0.5,0.2,256
237,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,2,0.8346333853354134,100,0.5,0.2,256
238,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,3,0.8550968828980623,100,0.5,0.2,256
239,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,4,0.854632587859425,100,0.5,0.2,256
240,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,100,0.7,0.01,64
241,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,1,0.8663967611336032,100,0.7,0.01,64
242,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,2,0.8333333333333334,100,0.7,0.01,64
243,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,3,0.8333333333333334,100,0.7,0.01,64
244,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,4,0.8333333333333334,100,0.7,0.01,64
245,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,0,0.8608205953338697,100,0.7,0.01,128
246,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,1,0.8558558558558559,100,0.7,0.01,128
247,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,2,0.8333333333333334,100,0.7,0.01,128
248,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,100,0.7,0.01,128
249,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,4,0.8368554522400676,100,0.7,0.01,128
250,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,0,0.852589641434263,100,0.7,0.01,256
251,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,1,0.8333333333333334,100,0.7,0.01,256
252,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,2,0.8434712084347121,100,0.7,0.01,256
253,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,3,0.8333333333333334,100,0.7,0.01,256
254,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,4,0.8497536945812808,100,0.7,0.01,256
255,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,100,0.7,0.05,64
256,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,100,0.7,0.05,64
257,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,2,0.8630470016207455,100,0.7,0.05,64
258,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,3,0.8491343775762572,100,0.7,0.05,64
259,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,4,0.8485329103885805,100,0.7,0.05,64
260,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,0,0.8438818565400844,100,0.7,0.05,128
261,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,1,0.8333333333333334,100,0.7,0.05,128
262,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,2,0.8333333333333334,100,0.7,0.05,128
263,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,3,0.8663967611336032,100,0.7,0.05,128
264,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,4,0.8333333333333334,100,0.7,0.05,128
265,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,0,0.860655737704918,100,0.7,0.05,256
266,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,1,0.8333333333333334,100,0.7,0.05,256
267,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,2,0.8333333333333334,100,0.7,0.05,256
268,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,3,0.8582995951417004,100,0.7,0.05,256
269,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,4,0.8333333333333334,100,0.7,0.05,256
270,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,0,0.8646616541353384,100,0.7,0.1,64
271,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,1,0.8532695374800638,100,0.7,0.1,64
272,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,2,0.8333333333333334,100,0.7,0.1,64
273,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,3,0.8537616229923922,100,0.7,0.1,64
274,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,4,0.8333333333333334,100,0.7,0.1,64
275,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,0,0.8333333333333334,100,0.7,0.1,128
276,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,1,0.8333333333333334,100,0.7,0.1,128
277,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,2,0.8333333333333334,100,0.7,0.1,128
278,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,3,0.8720456397718012,100,0.7,0.1,128
279,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,4,0.8333333333333334,100,0.7,0.1,128
280,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,0,0.845771144278607,100,0.7,0.1,256
281,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,1,0.8465189873417721,100,0.7,0.1,256
282,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,2,0.8561093247588425,100,0.7,0.1,256
283,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,3,0.8537616229923922,100,0.7,0.1,256
284,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,4,0.8479299363057324,100,0.7,0.1,256
285,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,0,0.8594377510040161,100,0.7,0.2,64
286,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,1,0.8485329103885805,100,0.7,0.2,64
287,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,2,0.8422791081750619,100,0.7,0.2,64
288,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,3,0.8607907742998353,100,0.7,0.2,64
289,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,4,0.8205782312925171,100,0.7,0.2,64
290,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,0,0.8409658617818485,100,0.7,0.2,128
291,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,1,0.8418568056648308,100,0.7,0.2,128
292,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,2,0.866721177432543,100,0.7,0.2,128
293,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,3,0.8660130718954249,100,0.7,0.2,128
294,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,4,0.8457095709570958,100,0.7,0.2,128
295,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,0,0.8385579937304075,100,0.7,0.2,256
296,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,1,0.8629032258064516,100,0.7,0.2,256
297,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,2,0.8507223113964687,100,0.7,0.2,256
298,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,3,0.8539603960396039,100,0.7,0.2,256
299,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,4,0.8519108280254777,100,0.7,0.2,256
300,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.01,64
301,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.01,64
302,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.01,64
303,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,3,0.8333333333333334,100,1.0,0.01,64
304,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,4,0.8563311688311688,100,1.0,0.01,64
305,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,0,0.8333333333333334,100,1.0,0.01,128
306,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,1,0.8638956805215974,100,1.0,0.01,128
307,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.01,128
308,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,100,1.0,0.01,128
309,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,4,0.8333333333333334,100,1.0,0.01,128
310,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,0,0.8333333333333334,100,1.0,0.01,256
311,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,1,0.8333333333333334,100,1.0,0.01,256
312,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,2,0.8333333333333334,100,1.0,0.01,256
313,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,3,0.8333333333333334,100,1.0,0.01,256
314,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,4,0.8608205953338697,100,1.0,0.01,256
315,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.05,64
316,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.05,64
317,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.05,64
318,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,3,0.864448051948052,100,1.0,0.05,64
319,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,4,0.8333333333333334,100,1.0,0.05,64
320,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,0,0.8333333333333334,100,1.0,0.05,128
321,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,1,0.8637469586374696,100,1.0,0.05,128
322,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.05,128
323,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,3,0.8347826086956521,100,1.0,0.05,128
324,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,4,0.8333333333333334,100,1.0,0.05,128
325,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,0,0.8352849336455894,100,1.0,0.05,256
326,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,1,0.834061135371179,100,1.0,0.05,256
327,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,2,0.854632587859425,100,1.0,0.05,256
328,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,3,0.8616504854368932,100,1.0,0.05,256
329,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,4,0.8275261324041812,100,1.0,0.05,256
330,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.1,64
331,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.1,64
332,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.1,64
333,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,3,0.8602584814216478,100,1.0,0.1,64
334,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,4,0.8609539207760711,100,1.0,0.1,64
335,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,0,0.8587943848059455,100,1.0,0.1,128
336,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,1,0.8439490445859873,100,1.0,0.1,128
337,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.1,128
338,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,3,0.8524173027989822,100,1.0,0.1,128
339,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,4,0.8540497193263833,100,1.0,0.1,128
340,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,0,0.8333333333333334,100,1.0,0.1,256
341,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,1,0.8333333333333334,100,1.0,0.1,256
342,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,2,0.8333333333333334,100,1.0,0.1,256
343,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,3,0.8756137479541735,100,1.0,0.1,256
344,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,4,0.8333333333333334,100,1.0,0.1,256
345,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,0,0.8471074380165289,100,1.0,0.2,64
346,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,1,0.8588709677419355,100,1.0,0.2,64
347,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,2,0.8580593424218124,100,1.0,0.2,64
348,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,3,0.8602150537634409,100,1.0,0.2,64
349,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,4,0.8392156862745098,100,1.0,0.2,64
350,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,0,0.8658536585365854,100,1.0,0.2,128
351,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,1,0.8457095709570958,100,1.0,0.2,128
352,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,2,0.8580593424218124,100,1.0,0.2,128
353,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,3,0.8573717948717948,100,1.0,0.2,128
354,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,4,0.8441033925686591,100,1.0,0.2,128
355,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,0,0.8405341712490181,100,1.0,0.2,256
356,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,1,0.8385579937304075,100,1.0,0.2,256
357,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,2,0.8588709677419355,100,1.0,0.2,256
358,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,3,0.8647540983606558,100,1.0,0.2,256
359,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,4,0.8501208702659145,100,1.0,0.2,256
